group	Group1	Group2	Group1_genes	Group1_total	Group2_genes	Group2_total	Group	p_value	fdr	Pathway_Info	Level1	Level2
dog_VS_human	dog	human	187777	117868629	78110	68926211	dog	0	0	Plant-pathogen interaction	Organismal Systems	Environmental adaptation
dog_VS_human	dog	human	50927	117868629	26827	68926211	dog	4.87E-44	7.59E-41	Platinum drug resistance	Human Diseases	Drug resistance: antineoplastic
dog_VS_human	dog	human	3681	117868629	1368	68926211	dog	2.84E-49	4.60E-46	Polycyclic aromatic hydrocarbon degradation	Metabolism	Xenobiotics biodegradation and metabolism
dog_VS_human	dog	human	13001	117868629	6769	68926211	dog	6.60E-15	7.38E-12	Polyketide biosynthesis proteins	Brite Hierarchies	Protein families: metabolism
dog_VS_human	dog	human	193801	117868629	102789	68926211	dog	8.89E-143	1.87E-139	Polyketide sugar unit biosynthesis	Metabolism	Metabolism of terpenoids and polyketides
dog_VS_human	dog	human	211359	117868629	101772	68926211	dog	0	0	Prenyltransferases	Brite Hierarchies	Protein families: metabolism
dog_VS_human	dog	human	19351	117868629	30030	68926211	dog	0	0	Primary bile acid biosynthesis	Metabolism	Lipid metabolism
dog_VS_human	dog	human	53673	117868629	21908	68926211	dog	0	0	Primary immunodeficiency	Human Diseases	Immune disease
dog_VS_human	dog	human	10601	117868629	2668	68926211	dog	0	0	Prion disease	Human Diseases	Neurodegenerative disease
dog_VS_human	dog	human	130437	117868629	87563	68926211	dog	3.99E-217	9.24E-214	Prodigiosin biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
dog_VS_human	dog	human	31346	117868629	15015	68926211	dog	8.20E-92	1.57E-88	Progesterone-mediated oocyte maturation	Organismal Systems	Endocrine system
dog_VS_human	dog	human	937047	117868629	717231	68926211	dog	0	0	Prokaryotic defense system	Brite Hierarchies	Protein families: signaling and cellular processes
dog_VS_human	dog	human	26489	117868629	17260	68926211	dog	3.17E-28	4.36E-25	Prolactin signaling pathway	Organismal Systems	Endocrine system
dog_VS_human	dog	human	600334	117868629	328765	68926211	dog	4.36E-203	9.97E-200	Propanoate metabolism	Metabolism	Carbohydrate metabolism
dog_VS_human	dog	human	31351	117868629	15068	68926211	dog	5.43E-89	1.03E-85	Prostate cancer	Human Diseases	Cancer: specific types
dog_VS_human	dog	human	40800	117868629	22654	68926211	dog	3.70E-10	3.55E-07	Proteasome	Genetic Information Processing	" Folding, sorting and degradation "
dog_VS_human	dog	human	2092	117868629	2055	68926211	dog	8.26E-62	1.45E-58	Proteasome	Brite Hierarchies	Protein families: genetic information processing
dog_VS_human	dog	human	22515	117868629	11327	68926211	dog	1.50E-39	2.28E-36	Protein digestion and absorption	Organismal Systems	Digestive system
dog_VS_human	dog	human	689138	117868629	416530	68926211	dog	7.88E-64	1.40E-60	Protein export	Genetic Information Processing	" Folding, sorting and degradation "
dog_VS_human	dog	human	487419	117868629	230137	68926211	dog	0	0	Protein kinases	Brite Hierarchies	Protein families: metabolism
dog_VS_human	dog	human	298757	117868629	189774	68926211	dog	3.89E-174	8.57E-171	Protein processing	Not Included in Pathway or Brite	Unclassified: genetic information processing
dog_VS_human	dog	human	92952	117868629	81011	68926211	dog	0	0	Protein processing in endoplasmic reticulum	Genetic Information Processing	" Folding, sorting and degradation "
dog_VS_human	dog	human	0	117868629	15	68926211	dog	3.20E-07	0.000260566	Proteoglycans	Brite Hierarchies	Protein families: signaling and cellular processes
dog_VS_human	dog	human	44114	117868629	22750	68926211	dog	3.71E-54	6.19E-51	Proteoglycans in cancer	Human Diseases	Cancer: overview
dog_VS_human	dog	human	27799	117868629	20727	68926211	dog	2.30E-152	4.92E-149	Proximal tubule bicarbonate reclamation	Organismal Systems	Excretory system
dog_VS_human	dog	human	1832460	117868629	941509	68926211	dog	0	0	Purine metabolism	Metabolism	Nucleotide metabolism
dog_VS_human	dog	human	1276777	117868629	775135	68926211	dog	1.61E-150	3.43E-147	Pyrimidine metabolism	Metabolism	Nucleotide metabolism
dog_VS_human	dog	human	1018523	117868629	543911	68926211	dog	0	0	Pyruvate metabolism	Metabolism	Carbohydrate metabolism
dog_VS_human	dog	human	1466798	117868629	913999	68926211	dog	0	0	Quorum sensing	Cellular Processes	Cellular community - prokaryotes
dog_VS_human	dog	human	4368	117868629	470	68926211	dog	0	0	RIG-I-like receptor signaling pathway	Organismal Systems	Immune system
dog_VS_human	dog	human	572109	117868629	277536	68926211	dog	0	0	RNA degradation	Genetic Information Processing	" Folding, sorting and degradation "
dog_VS_human	dog	human	187899	117868629	94046	68926211	dog	0	0	RNA polymerase	Genetic Information Processing	Transcription
dog_VS_human	dog	human	117525	117868629	61919	68926211	dog	5.22E-99	1.02E-95	RNA transport	Genetic Information Processing	Translation
dog_VS_human	dog	human	3	117868629	35	68926211	dog	1.56E-12	1.64E-09	Regulation of actin cytoskeleton	Cellular Processes	Cell motility
dog_VS_human	dog	human	3	117868629	197	68926211	dog	1.68E-80	3.11E-77	Regulation of lipolysis in adipocytes	Organismal Systems	Endocrine system
dog_VS_human	dog	human	6888	117868629	2279	68926211	dog	1.22E-133	2.53E-130	Renal cell carcinoma	Human Diseases	Cancer: specific types
dog_VS_human	dog	human	2786	117868629	2486	68926211	dog	3.57E-52	5.88E-49	Renin-angiotensin system	Organismal Systems	Endocrine system
dog_VS_human	dog	human	26	117868629	41	68926211	dog	6.48E-05	0.0434403	Renin secretion	Organismal Systems	Endocrine system
dog_VS_human	dog	human	1499383	117868629	649108	68926211	dog	0	0	Replication and repair	Not Included in Pathway or Brite	Unclassified: genetic information processing
dog_VS_human	dog	human	28821	117868629	9540	68926211	dog	0	0	Retinol metabolism	Metabolism	Metabolism of cofactors and vitamins
dog_VS_human	dog	human	354	117868629	556	68926211	dog	2.18E-49	3.54E-46	Retrograde endocannabinoid signaling	Organismal Systems	Nervous system
dog_VS_human	dog	human	7137	117868629	2966	68926211	dog	2.31E-57	3.93E-54	Rheumatoid arthritis	Human Diseases	Immune disease
dog_VS_human	dog	human	218498	117868629	107822	68926211	dog	0	0	Riboflavin metabolism	Metabolism	Metabolism of cofactors and vitamins
dog_VS_human	dog	human	4387590	117868629	2958116	68926211	dog	0	0	Ribosome	Genetic Information Processing	Translation
dog_VS_human	dog	human	4387507	117868629	2957999	68926211	dog	0	0	Ribosome	Brite Hierarchies	Protein families: genetic information processing
dog_VS_human	dog	human	2020656	117868629	1309614	68926211	dog	0	0	Ribosome biogenesis	Brite Hierarchies	Protein families: genetic information processing
dog_VS_human	dog	human	48282	117868629	26696	68926211	dog	1.81E-13	1.95E-10	Ribosome biogenesis in eukaryotes	Genetic Information Processing	Translation
dog_VS_human	dog	human	0	117868629	64	68926211	dog	1.95E-28	2.68E-25	SNARE interactions in vesicular transport	Genetic Information Processing	" Folding, sorting and degradation "
dog_VS_human	dog	human	35881	117868629	24899	68926211	dog	1.31E-94	2.52E-91	Salivary secretion	Organismal Systems	Digestive system
dog_VS_human	dog	human	193094	117868629	254621	68926211	dog	0	0	Salmonella infection	Human Diseases	Infectious disease: bacterial
dog_VS_human	dog	human	69565	117868629	54840	68926211	dog	0	0	Secondary bile acid biosynthesis	Metabolism	Lipid metabolism
dog_VS_human	dog	human	14956	117868629	4863	68926211	dog	1.09E-302	2.72E-299	Secondary metabolism	Not Included in Pathway or Brite	Unclassified: metabolism
dog_VS_human	dog	human	1143203	117868629	735281	68926211	dog	0	0	Secretion system	Brite Hierarchies	Protein families: signaling and cellular processes
dog_VS_human	dog	human	332407	117868629	190976	68926211	dog	6.87E-10	6.51E-07	Selenocompound metabolism	Metabolism	Metabolism of other amino acids
dog_VS_human	dog	human	1400	117868629	552	68926211	dog	1.05E-15	1.20E-12	Serotonergic synapse	Organismal Systems	Nervous system
dog_VS_human	dog	human	229	117868629	477	68926211	dog	4.22E-61	7.37E-58	Signaling pathways regulating pluripotency of stem cells	Cellular Processes	Cellular community - eukaryotes
dog_VS_human	dog	human	188626	117868629	116208	68926211	dog	2.51E-44	3.92E-41	Signaling proteins	Not Included in Pathway or Brite	Unclassified: signaling and cellular processes
dog_VS_human	dog	human	1887	117868629	224	68926211	dog	4.04E-166	8.79E-163	Small cell lung cancer	Human Diseases	Cancer: specific types
dog_VS_human	dog	human	206386	117868629	93282	68926211	dog	0	0	Sphingolipid metabolism	Metabolism	Lipid metabolism
dog_VS_human	dog	human	2548	117868629	2133	68926211	dog	8.36E-34	1.21E-30	Sphingolipid signaling pathway	Environmental Information Processing	Signal transduction
dog_VS_human	dog	human	933	117868629	26	68926211	dog	1.49E-147	3.16E-144	Spliceosome	Brite Hierarchies	Protein families: genetic information processing
dog_VS_human	dog	human	50955	117868629	4648	68926211	dog	0	0	Staphylococcus aureus infection	Human Diseases	Infectious disease: bacterial
dog_VS_human	dog	human	1165590	117868629	632069	68926211	dog	0	0	Starch and sucrose metabolism	Metabolism	Carbohydrate metabolism
dog_VS_human	dog	human	394	117868629	12	68926211	dog	4.88E-62	8.58E-59	Staurosporine biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
dog_VS_human	dog	human	5159	117868629	266	68926211	dog	0	0	Steroid degradation	Metabolism	Xenobiotics biodegradation and metabolism
dog_VS_human	dog	human	2634	117868629	4268	68926211	dog	0	0	Steroid hormone biosynthesis	Metabolism	Lipid metabolism
dog_VS_human	dog	human	15977	117868629	5463	68926211	dog	6.71E-278	1.64E-274	" Stilbenoid, diarylheptanoid and gingerol biosynthesis "	Metabolism	Biosynthesis of other secondary metabolites
dog_VS_human	dog	human	338663	117868629	187206	68926211	dog	1.19E-85	2.23E-82	Streptomycin biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
dog_VS_human	dog	human	267807	117868629	141062	68926211	dog	2.50E-224	5.83E-221	Structural proteins	Not Included in Pathway or Brite	Unclassified: signaling and cellular processes
dog_VS_human	dog	human	29413	117868629	6479	68926211	dog	0	0	Styrene degradation	Metabolism	Xenobiotics biodegradation and metabolism
dog_VS_human	dog	human	320155	117868629	222836	68926211	dog	0	0	Sulfur metabolism	Metabolism	Energy metabolism
dog_VS_human	dog	human	285757	117868629	181100	68926211	dog	1.97E-157	4.24E-154	Sulfur relay system	Genetic Information Processing	" Folding, sorting and degradation "
dog_VS_human	dog	human	15	117868629	59	68926211	dog	6.23E-14	6.80E-11	Synaptic vesicle cycle	Organismal Systems	Nervous system
dog_VS_human	dog	human	44542	117868629	14414	68926211	dog	0	0	Synthesis and degradation of ketone bodies	Metabolism	Lipid metabolism
dog_VS_human	dog	human	172	117868629	3	68926211	dog	3.36E-30	4.71E-27	Systemic lupus erythematosus	Human Diseases	Immune disease
dog_VS_human	dog	human	5	117868629	64	68926211	dog	2.29E-22	2.95E-19	T cell receptor signaling pathway	Organismal Systems	Immune system
dog_VS_human	dog	human	8	117868629	24	68926211	dog	2.10E-05	0.014825239	TGF-beta signaling pathway	Environmental Information Processing	Signal transduction
dog_VS_human	dog	human	6	117868629	90	68926211	dog	6.55E-32	9.32E-29	TNF signaling pathway	Environmental Information Processing	Signal transduction
dog_VS_human	dog	human	125159	117868629	62113	68926211	dog	1.42E-249	3.39E-246	Taurine and hypotaurine metabolism	Metabolism	Metabolism of other amino acids
dog_VS_human	dog	human	513051	117868629	267879	68926211	dog	0	0	Terpenoid backbone biosynthesis	Metabolism	Metabolism of terpenoids and polyketides
dog_VS_human	dog	human	17	117868629	39	68926211	dog	9.81E-07	0.00077483	Th1 and Th2 cell differentiation	Organismal Systems	Immune system
dog_VS_human	dog	human	31345	117868629	15043	68926211	dog	3.45E-90	6.57E-87	Th17 cell differentiation	Organismal Systems	Immune system
dog_VS_human	dog	human	478553	117868629	270920	68926211	dog	1.11E-41	1.71E-38	Thiamine metabolism	Metabolism	Metabolism of cofactors and vitamins
dog_VS_human	dog	human	43280	117868629	20524	68926211	dog	3.67E-138	7.67E-135	Thyroid hormone signaling pathway	Organismal Systems	Endocrine system
dog_VS_human	dog	human	22888	117868629	6627	68926211	dog	0	0	Thyroid hormone synthesis	Organismal Systems	Endocrine system
dog_VS_human	dog	human	84	117868629	113	68926211	dog	7.92E-09	7.16E-06	Tight junction	Cellular Processes	Cellular community - eukaryotes
dog_VS_human	dog	human	21	117868629	45	68926211	dog	2.95E-07	0.000240905	Toll and Imd signaling pathway	Organismal Systems	Immune system
dog_VS_human	dog	human	20	117868629	46	68926211	dog	1.10E-07	9.20E-05	Toll-like receptor signaling pathway	Organismal Systems	Immune system
dog_VS_human	dog	human	16346	117868629	4619	68926211	dog	0	0	Toluene degradation	Metabolism	Xenobiotics biodegradation and metabolism
dog_VS_human	dog	human	1969	117868629	449	68926211	dog	4.16E-86	7.83E-83	Toxoplasmosis	Human Diseases	Infectious disease: parasitic
dog_VS_human	dog	human	184690	117868629	78626	68926211	dog	0	0	Transcription	Not Included in Pathway or Brite	Unclassified: genetic information processing
dog_VS_human	dog	human	1905672	117868629	1430663	68926211	dog	0	0	Transcription factors	Brite Hierarchies	Protein families: genetic information processing
dog_VS_human	dog	human	951130	117868629	722790	68926211	dog	0	0	Transcription machinery	Brite Hierarchies	Protein families: genetic information processing
dog_VS_human	dog	human	2	117868629	16	68926211	dog	7.71E-06	0.005703011	Transcriptional misregulation in cancer	Human Diseases	Cancer: overview
dog_VS_human	dog	human	2643655	117868629	1522728	68926211	dog	3.73E-51	6.11E-48	Transfer RNA biogenesis	Brite Hierarchies	Protein families: genetic information processing
dog_VS_human	dog	human	38050	117868629	27463	68926211	dog	9.88E-154	2.11E-150	Translation	Not Included in Pathway or Brite	Unclassified: genetic information processing
dog_VS_human	dog	human	803429	117868629	416377	68926211	dog	0	0	Translation factors	Brite Hierarchies	Protein families: genetic information processing
dog_VS_human	dog	human	547668	117868629	252398	68926211	dog	0	0	Transport	Not Included in Pathway or Brite	Unclassified: signaling and cellular processes
dog_VS_human	dog	human	8759775	117868629	4794196	68926211	dog	0	0	Transporters	Brite Hierarchies	Protein families: signaling and cellular processes
dog_VS_human	dog	human	103377	117868629	58899	68926211	dog	4.50E-07	0.000364072	"Tropane, piperidine and pyridine alkaloid biosynthesis "	Metabolism	Biosynthesis of other secondary metabolites
dog_VS_human	dog	human	104452	117868629	41821	68926211	dog	0	0	Tryptophan metabolism	Metabolism	Amino acid metabolism
dog_VS_human	dog	human	137607	117868629	76075	68926211	dog	1.13E-35	1.67E-32	Tuberculosis	Human Diseases	Infectious disease: bacterial
dog_VS_human	dog	human	770716	117868629	417689	68926211	dog	0	0	Two-component system	Environmental Information Processing	Signal transduction
dog_VS_human	dog	human	1756815	117868629	977173	68926211	dog	0	0	Two-component system	Brite Hierarchies	Protein families: signaling and cellular processes
dog_VS_human	dog	human	50883	117868629	25523	68926211	dog	2.08E-90	3.97E-87	Type I diabetes mellitus	Human Diseases	Endocrine and metabolic disease
dog_VS_human	dog	human	45796	117868629	20843	68926211	dog	1.60E-203	3.66E-200	Type II diabetes mellitus	Human Diseases	Endocrine and metabolic disease
dog_VS_human	dog	human	189642	117868629	88598	68926211	dog	0	0	Tyrosine metabolism	Metabolism	Amino acid metabolism
dog_VS_human	dog	human	169439	117868629	78226	68926211	dog	0	0	Ubiquinone and other terpenoid-quinone biosynthesis	Metabolism	Metabolism of cofactors and vitamins
dog_VS_human	dog	human	237	117868629	732	68926211	dog	3.55E-132	7.34E-129	Ubiquitin mediated proteolysis	Genetic Information Processing	" Folding, sorting and degradation "
dog_VS_human	dog	human	5414	117868629	7163	68926211	dog	0	0	Ubiquitin system	Brite Hierarchies	Protein families: genetic information processing
dog_VS_human	dog	human	108298	117868629	66863	68926211	dog	3.11E-28	4.28E-25	Unclassified viral proteins	Not Included in Pathway or Brite	Unclassified: signaling and cellular processes
dog_VS_human	dog	human	194	117868629	418	68926211	dog	1.34E-55	2.25E-52	VEGF signaling pathway	Environmental Information Processing	Signal transduction
dog_VS_human	dog	human	325496	117868629	233513	68926211	dog	0	0	"Valine, leucine and isoleucine biosynthesis "	Metabolism	Amino acid metabolism
dog_VS_human	dog	human	217147	117868629	111445	68926211	dog	6.77E-279	1.66E-275	"Valine, leucine and isoleucine degradation "	Metabolism	Amino acid metabolism
dog_VS_human	dog	human	335321	117868629	171590	68926211	dog	0	0	Vancomycin resistance	Human Diseases	Drug resistance: antimicrobial
dog_VS_human	dog	human	42843	117868629	19478	68926211	dog	4.72E-192	1.06E-188	Various types of N-glycan biosynthesis	Metabolism	Glycan biosynthesis and metabolism
dog_VS_human	dog	human	34	117868629	2	68926211	dog	1.87E-05	0.013349892	Vasopressin-regulated water reabsorption	Organismal Systems	Excretory system
dog_VS_human	dog	human	319	117868629	420	68926211	dog	4.83E-28	6.62E-25	Vibrio cholerae infection	Human Diseases	Infectious disease: bacterial
dog_VS_human	dog	human	43203	117868629	20462	68926211	dog	2.09E-139	4.38E-136	Viral carcinogenesis	Human Diseases	Cancer: overview
dog_VS_human	dog	human	1884	117868629	179	68926211	dog	7.90E-192	1.78E-188	Viral myocarditis	Human Diseases	Cardiovascular disease
dog_VS_human	dog	human	1687	117868629	1440	68926211	dog	1.53E-25	2.04E-22	Viral proteins	Brite Hierarchies	Protein families: signaling and cellular processes
dog_VS_human	dog	human	153080	117868629	94889	68926211	dog	4.96E-45	7.79E-42	Vitamin B6 metabolism	Metabolism	Metabolism of cofactors and vitamins
dog_VS_human	dog	human	251	117868629	0	68926211	dog	8.10E-51	1.32E-47	Vitamin digestion and absorption	Organismal Systems	Digestive system
dog_VS_human	dog	human	125	117868629	29	68926211	dog	1.46E-06	0.001131208	Wnt signaling pathway	Environmental Information Processing	Signal transduction
dog_VS_human	dog	human	41760	117868629	10908	68926211	dog	0	0	Xylene degradation	Metabolism	Xenobiotics biodegradation and metabolism
dog_VS_human	dog	human	45769	117868629	20877	68926211	dog	4.20E-200	9.57E-197	Zeatin biosynthesis	Metabolism	Metabolism of terpenoids and polyketides
dog_VS_human	dog	human	9611	117868629	2816	68926211	dog	2.87E-255	6.86E-252	alpha-Linolenic acid metabolism	Metabolism	Lipid metabolism
dog_VS_human	dog	human	128057	117868629	91326	68926211	dog	0	0	beta-Alanine metabolism	Metabolism	Metabolism of other amino acids
dog_VS_human	dog	human	449168	117868629	244251	68926211	dog	1.22E-185	2.72E-182	beta-Lactam resistance	Human Diseases	Drug resistance: antimicrobial
dog_VS_human	dog	human	53	117868629	388	68926211	dog	3.56E-110	7.06E-107	cGMP-PKG signaling pathway	Environmental Information Processing	Signal transduction
dog_VS_human	dog	human	62	117868629	406	68926211	dog	1.18E-110	2.35E-107	mTOR signaling pathway	Environmental Information Processing	Signal transduction
dog_VS_human	dog	human	1929	117868629	190	68926211	dog	2.49E-192	5.62E-189	p53 signaling pathway	Cellular Processes	Cell growth and death
dog_VS_macaque	dog	macaque	2580981	117868629	273620	17719628	dog	0	0	ABC transporters	Environmental Information Processing	Membrane transport
dog_VS_macaque	dog	macaque	105	117868629	422	17719628	dog	4.02E-267	9.73E-264	AGE-RAGE signaling pathway in diabetic complications	Human Diseases	Endocrine and metabolic disease
dog_VS_macaque	dog	macaque	97022	117868629	15963	17719628	dog	1.37E-25	1.83E-22	Acarbose and validamycin biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
dog_VS_macaque	dog	macaque	3	117868629	14	17719628	dog	1.95E-10	1.89E-07	Acute myeloid leukemia	Human Diseases	Cancer: specific types
dog_VS_macaque	dog	macaque	16	117868629	29	17719628	dog	1.75E-15	1.99E-12	Adherens junction	Cellular Processes	Cellular community - eukaryotes
dog_VS_macaque	dog	macaque	48107	117868629	12066	17719628	dog	0	0	Adipocytokine signaling pathway	Organismal Systems	Endocrine system
dog_VS_macaque	dog	macaque	23	117868629	21	17719628	dog	2.62E-08	2.29E-05	Adrenergic signaling in cardiomyocytes	Organismal Systems	Circulatory system
dog_VS_macaque	dog	macaque	4820	117868629	186	17719628	dog	4.20E-114	8.42E-111	African trypanosomiasis	Human Diseases	Infectious disease: parasitic
dog_VS_macaque	dog	macaque	991818	117868629	129954	17719628	dog	0	0	"Alanine, aspartate and glutamate metabolism "	Metabolism	Amino acid metabolism
dog_VS_macaque	dog	macaque	1390	117868629	12	17719628	dog	1.49E-66	2.66E-63	Alcoholism	Human Diseases	Substance dependence
dog_VS_macaque	dog	macaque	40	117868629	107	17719628	dog	1.84E-61	3.22E-58	Aldosterone synthesis and secretion	Organismal Systems	Endocrine system
dog_VS_macaque	dog	macaque	52355	117868629	9511	17719628	dog	5.09E-62	8.95E-59	Alzheimer disease	Human Diseases	Neurodegenerative disease
dog_VS_macaque	dog	macaque	123119	117868629	13202	17719628	dog	0	0	Amino acid metabolism	Not Included in Pathway or Brite	Unclassified: metabolism
dog_VS_macaque	dog	macaque	1384234	117868629	196947	17719628	dog	1.26E-118	2.55E-115	Amino acid related enzymes	Brite Hierarchies	Protein families: metabolism
dog_VS_macaque	dog	macaque	1340886	117868629	177637	17719628	dog	0	0	Amino sugar and nucleotide sugar metabolism	Metabolism	Carbohydrate metabolism
dog_VS_macaque	dog	macaque	1049523	117868629	151363	17719628	dog	1.88E-52	3.10E-49	Aminoacyl-tRNA biosynthesis	Genetic Information Processing	Translation
dog_VS_macaque	dog	macaque	82529	117868629	10778	17719628	dog	1.78E-44	2.78E-41	Aminobenzoate degradation	Metabolism	Xenobiotics biodegradation and metabolism
dog_VS_macaque	dog	macaque	30576	117868629	4977	17719628	dog	2.54E-07	0.000209183	Amoebiasis	Human Diseases	Infectious disease: parasitic
dog_VS_macaque	dog	macaque	1398	117868629	21	17719628	dog	1.27E-57	2.18E-54	Amphetamine addiction	Human Diseases	Substance dependence
dog_VS_macaque	dog	macaque	30505	117868629	6487	17719628	dog	1.05E-131	2.17E-128	Amyotrophic lateral sclerosis	Human Diseases	Neurodegenerative disease
dog_VS_macaque	dog	macaque	208056	117868629	29711	17719628	dog	7.22E-17	8.49E-14	Antifolate resistance	Human Diseases	Drug resistance: antineoplastic
dog_VS_macaque	dog	macaque	31432	117868629	4369	17719628	dog	9.91E-07	0.000782205	Antigen processing and presentation	Organismal Systems	Immune system
dog_VS_macaque	dog	macaque	614024	117868629	55883	17719628	dog	0	0	Antimicrobial resistance genes	Brite Hierarchies	Protein families: signaling and cellular processes
dog_VS_macaque	dog	macaque	193	117868629	101	17719628	dog	9.54E-21	1.20E-17	Apelin signaling pathway	Environmental Information Processing	Signal transduction
dog_VS_macaque	dog	macaque	9256	117868629	4985	17719628	dog	0	0	Apoptosis	Cellular Processes	Cell growth and death
dog_VS_macaque	dog	macaque	24569	117868629	2876	17719628	dog	2.75E-39	4.17E-36	Apoptosis - fly	Cellular Processes	Cell growth and death
dog_VS_macaque	dog	macaque	1885	117868629	954	17719628	dog	6.72E-173	1.48E-169	Apoptosis - multiple species	Cellular Processes	Cell growth and death
dog_VS_macaque	dog	macaque	16909	117868629	3720	17719628	dog	1.44E-90	2.74E-87	Arachidonic acid metabolism	Metabolism	Lipid metabolism
dog_VS_macaque	dog	macaque	426763	117868629	54088	17719628	dog	5.88926249842766e-321	1.47702703460566e-317	Arginine and proline metabolism	Metabolism	Amino acid metabolism
dog_VS_macaque	dog	macaque	526974	117868629	71343	17719628	dog	1.19E-156	2.55E-153	Arginine biosynthesis	Metabolism	Amino acid metabolism
dog_VS_macaque	dog	macaque	148455	117868629	16446	17719628	dog	0	0	Ascorbate and aldarate metabolism	Metabolism	Carbohydrate metabolism
dog_VS_macaque	dog	macaque	21452	117868629	1345	17719628	dog	7.22E-276	1.76E-272	Atrazine degradation	Metabolism	Xenobiotics biodegradation and metabolism
dog_VS_macaque	dog	macaque	115	117868629	147	17719628	dog	7.24E-61	1.26E-57	Autophagy - animal	Cellular Processes	Transport and catabolism
dog_VS_macaque	dog	macaque	22	117868629	53	17719628	dog	3.65E-30	5.11E-27	Autophagy - other	Cellular Processes	Transport and catabolism
dog_VS_macaque	dog	macaque	14328	117868629	729	17719628	dog	2.42E-250	5.78E-247	Autophagy - yeast	Cellular Processes	Transport and catabolism
dog_VS_macaque	dog	macaque	30	117868629	45	17719628	dog	2.21E-21	2.82E-18	Axon guidance	Organismal Systems	Development and regeneration
dog_VS_macaque	dog	macaque	1	117868629	23	17719628	dog	9.90E-20	1.22E-16	B cell receptor signaling pathway	Organismal Systems	Immune system
dog_VS_macaque	dog	macaque	159317	117868629	38688	17719628	dog	0	0	Bacterial chemotaxis	Cellular Processes	Cell motility
dog_VS_macaque	dog	macaque	15189	117868629	2019	17719628	dog	1.44E-07	0.000120231	Bacterial invasion of epithelial cells	Human Diseases	Infectious disease: bacterial
dog_VS_macaque	dog	macaque	381093	117868629	103512	17719628	dog	0	0	Bacterial motility proteins	Brite Hierarchies	Protein families: signaling and cellular processes
dog_VS_macaque	dog	macaque	658392	117868629	109369	17719628	dog	1.24E-201	2.82E-198	Bacterial secretion system	Environmental Information Processing	Membrane transport
dog_VS_macaque	dog	macaque	109294	117868629	10848	17719628	dog	0	0	Bacterial toxins	Brite Hierarchies	Protein families: signaling and cellular processes
dog_VS_macaque	dog	macaque	9945	117868629	868	17719628	dog	1.15E-61	2.01E-58	Basal transcription factors	Genetic Information Processing	Transcription
dog_VS_macaque	dog	macaque	390494	117868629	53304	17719628	dog	1.24E-99	2.42E-96	Base excision repair	Genetic Information Processing	Replication and repair
dog_VS_macaque	dog	macaque	147763	117868629	18423	17719628	dog	4.64E-133	9.64E-130	Benzoate degradation	Metabolism	Xenobiotics biodegradation and metabolism
dog_VS_macaque	dog	macaque	2556	117868629	155	17719628	dog	3.42E-36	5.06E-33	Betalain biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
dog_VS_macaque	dog	macaque	637	117868629	180	17719628	dog	2.17E-12	2.27E-09	Bile secretion	Organismal Systems	Digestive system
dog_VS_macaque	dog	macaque	132125	117868629	24836	17719628	dog	6.78E-218	1.57E-214	Biofilm formation - Pseudomonas aeruginosa	Cellular Processes	Cellular community - prokaryotes
dog_VS_macaque	dog	macaque	271788	117868629	42991	17719628	dog	1.80E-22	2.33E-19	Biofilm formation - Vibrio cholerae	Cellular Processes	Cellular community - prokaryotes
dog_VS_macaque	dog	macaque	69275	117868629	9279	17719628	dog	3.28E-26	4.42E-23	Biosynthesis of ansamycins	Metabolism	Metabolism of terpenoids and polyketides
dog_VS_macaque	dog	macaque	0	117868629	24	17719628	dog	6.16E-22	7.90E-19	Biosynthesis of type II polyketide backbone	Metabolism	Metabolism of terpenoids and polyketides
dog_VS_macaque	dog	macaque	11089	117868629	880	17719628	dog	8.08E-89	1.53E-85	Biosynthesis of unsaturated fatty acids	Metabolism	Lipid metabolism
dog_VS_macaque	dog	macaque	54640	117868629	9029	17719628	dog	1.81E-16	2.12E-13	Biosynthesis of vancomycin group antibiotics	Metabolism	Metabolism of terpenoids and polyketides
dog_VS_macaque	dog	macaque	115999	117868629	35042	17719628	dog	0	0	Biosynthesis of various secondary metabolites - part 2	Metabolism	Biosynthesis of other secondary metabolites
dog_VS_macaque	dog	macaque	310933	117868629	44820	17719628	dog	5.75E-17	6.77E-14	Biotin metabolism	Metabolism	Metabolism of cofactors and vitamins
dog_VS_macaque	dog	macaque	8954	117868629	896	17719628	dog	1.57E-34	2.29E-31	Bladder cancer	Human Diseases	Cancer: specific types
dog_VS_macaque	dog	macaque	21	117868629	23	17719628	dog	5.76E-10	5.47E-07	Breast cancer	Human Diseases	Cancer: specific types
dog_VS_macaque	dog	macaque	517642	117868629	76108	17719628	dog	8.74E-09	7.87E-06	Butanoate metabolism	Metabolism	Carbohydrate metabolism
dog_VS_macaque	dog	macaque	6	117868629	23	17719628	dog	1.00E-15	1.15E-12	C-type lectin receptor signaling pathway	Organismal Systems	Immune system
dog_VS_macaque	dog	macaque	22900	117868629	4688	17719628	dog	2.48E-77	4.54E-74	CD molecules	Brite Hierarchies	Protein families: signaling and cellular processes
